Row ID,Order ID,Customer ID,Product ID,Order Date ID,Ship Date ID,Location ID,Ship Mode ID,Sales,Quantity,Discount,Profit,Shipping Duration
1758,US-2015-107349,SL-20155,OFF-BI-10001765,535,537,13,3,41.568,6,0.8,-66.5088,2
1759,CA-2014-139017,RM-19375,TEC-AC-10001013,122,128,13,2,46.864,2,0.2,7.6154,6
1760,CA-2014-141817,MB-18085,OFF-AR-10003478,3,10,11,2,19.536,3,0.2,4.884,7
1761,CA-2015-130785,AG-10900,FUR-BO-10000330,587,591,74,2,411.332,4,0.15,-4.8392,4
1762,CA-2015-130785,AG-10900,OFF-BI-10001900,587,591,74,2,28.752,6,0.2,9.7038,4
1763,CA-2015-130785,AG-10900,FUR-BO-10003159,587,591,74,2,293.199,3,0.15,-20.6964,4
1764,CA-2016-110254,ML-17755,OFF-SU-10002573,915,919,277,2,35.06,2,0.0,10.518,4
1765,CA-2016-110254,ML-17755,OFF-LA-10004484,915,919,277,2,4.13,1,0.0,1.8998,4
1766,CA-2016-110254,ML-17755,FUR-FU-10001591,915,919,277,2,109.8,9,0.0,46.116,4
1767,CA-2016-110254,ML-17755,OFF-LA-10002034,915,919,277,2,9.82,2,0.0,4.8118,4
1768,US-2014-158057,CC-12685,OFF-BI-10004410,74,78,281,2,7.644,4,0.7,-5.8604,4
1769,US-2014-158057,CC-12685,OFF-BI-10002735,74,78,281,2,51.465,5,0.7,-39.4565,4
1770,CA-2017-146024,SC-20770,OFF-SU-10001935,1125,1131,63,2,6.976,4,0.2,-1.3952,6
1771,CA-2017-146024,SC-20770,OFF-BI-10003291,1125,1131,63,2,12.222,7,0.8,-20.1663,6
1772,CA-2016-129686,GG-14650,OFF-ST-10004337,1030,1032,23,1,97.984,2,0.2,-24.496,2
1773,CA-2016-129686,GG-14650,TEC-AC-10001266,1030,1032,23,1,62.4,6,0.2,19.5,2
1774,CA-2014-118976,MY-18295,OFF-BI-10001628,109,114,282,2,20.86,2,0.0,9.387,5
1775,CA-2014-118976,MY-18295,OFF-ST-10000877,109,114,282,2,497.61,9,0.0,129.3786,5
1776,CA-2014-118976,MY-18295,OFF-AR-10004752,109,114,282,2,5.34,2,0.0,1.4952,5
1777,CA-2014-118976,MY-18295,OFF-LA-10000452,109,114,282,2,3.15,1,0.0,1.512,5
1778,CA-2015-105347,DP-13000,OFF-PA-10000675,666,670,2,2,368.91,9,0.0,180.7659,4
1779,CA-2015-105347,DP-13000,OFF-AR-10003045,666,670,2,2,14.7,5,0.0,6.615,4
1780,CA-2016-124667,BD-11770,TEC-AC-10003447,1014,1019,21,2,59.97,3,0.0,14.9925,5
1781,CA-2016-124667,BD-11770,OFF-ST-10002276,1014,1019,21,2,83.36,1,0.0,20.84,5
1782,CA-2015-111094,CB-12535,OFF-PA-10001609,531,535,101,2,6.58,2,0.0,3.0268,4
1783,CA-2015-111094,CB-12535,OFF-BI-10001597,531,535,101,2,122.94,3,0.0,59.0112,4
1784,CA-2017-166317,JE-15610,OFF-PA-10004475,1329,1333,176,2,219.84,4,0.0,107.7216,4
1785,CA-2017-166317,JE-15610,TEC-AC-10004510,1329,1333,176,2,98.16,6,0.0,9.816,4
1786,CA-2017-166317,JE-15610,OFF-BI-10002976,1329,1333,176,2,33.04,8,0.0,15.5288,4
1787,CA-2017-166317,JE-15610,TEC-PH-10001615,1329,1333,176,2,86.97,3,0.0,25.2213,4
1788,CA-2015-154326,RP-19855,TEC-PH-10001819,392,395,283,2,134.97,3,0.0,64.7856,4
1789,CA-2015-154326,RP-19855,TEC-PH-10000560,392,395,283,2,699.98,2,0.0,195.9944,4
1790,CA-2015-154326,RP-19855,TEC-AC-10004568,392,395,283,2,139.95,5,0.0,26.5905,4
1791,CA-2014-102008,RA-19915,OFF-PA-10004092,262,266,21,2,48.94,1,0.0,24.47,4
1792,CA-2014-120474,RP-19390,FUR-CH-10001854,324,326,7,3,2807.84,8,0.0,673.8816,2
1793,CA-2014-120474,RP-19390,OFF-AR-10000475,324,326,7,3,46.64,4,0.0,12.5928,2
1794,CA-2014-104773,TB-21175,OFF-ST-10000777,331,336,13,2,60.416,2,0.2,6.0416,5
1795,CA-2016-140774,BE-11455,OFF-AR-10004022,947,952,284,2,107.94,3,0.0,26.985,5
1796,US-2017-139465,MR-17545,OFF-ST-10002352,1303,1306,21,3,63.84,8,0.0,16.5984,3
1797,US-2017-139465,MR-17545,TEC-PH-10000455,1303,1306,21,3,347.97,3,0.0,100.9113,3
1798,US-2017-139465,MR-17545,OFF-BI-10003910,1303,1306,21,3,37.008,6,0.2,11.565,3
1799,CA-2016-100965,RM-19375,FUR-FU-10003039,887,891,50,2,215.65,5,0.0,73.321,4
1800,CA-2016-121034,JF-15565,OFF-FA-10000585,919,921,63,1,11.168,4,0.2,3.6296,2
1801,CA-2016-121034,JF-15565,OFF-PA-10001994,919,921,63,1,53.952,3,0.2,17.5344,2
1802,CA-2016-149461,AS-10135,FUR-FU-10004270,1016,1022,285,2,4.18,1,0.0,1.5048,6
1803,CA-2017-158379,JA-15970,OFF-BI-10002498,1329,1333,11,1,5.607,1,0.7,-4.2987,4
1804,CA-2017-158379,JA-15970,OFF-SU-10002881,1329,1333,11,1,4663.736,7,0.2,-1049.3406,4
1805,CA-2017-158379,JA-15970,TEC-AC-10002926,1329,1333,11,1,79.984,2,0.2,22.9954,4
1806,US-2016-116729,GK-14620,TEC-PH-10002200,1058,1061,2,3,2575.944,7,0.2,257.5944,3
1807,US-2016-116729,GK-14620,OFF-PA-10002005,1058,1061,2,3,45.36,7,0.0,21.7728,3
1808,US-2016-116729,GK-14620,TEC-AC-10001465,1058,1061,2,3,254.24,7,0.0,76.272,3
1809,CA-2016-164938,PB-19210,TEC-PH-10004897,743,745,286,3,69.93,7,0.0,0.6993,2
1810,CA-2016-165484,HK-14890,FUR-FU-10001196,995,1001,23,2,16.156,7,0.6,-12.117,6
1811,CA-2016-165484,HK-14890,OFF-PA-10000595,995,1001,23,2,54.816,3,0.2,17.8152,6
1812,CA-2014-132612,FO-14305,FUR-TA-10004534,151,153,219,1,1441.3,7,0.0,245.021,2
1813,US-2017-161193,BT-11680,FUR-FU-10001861,1388,1394,47,2,77.6,5,0.2,28.13,6
1814,US-2017-161193,BT-11680,FUR-FU-10000206,1388,1394,47,2,4.656,2,0.2,1.5714,6
1815,CA-2015-131597,SP-20620,FUR-TA-10002607,596,600,2,2,170.136,3,0.2,-8.5068,4
1816,CA-2015-164833,LL-16840,OFF-LA-10000443,498,498,5,4,7.38,2,0.0,3.4686,0
1817,CA-2015-164833,LL-16840,OFF-AR-10004685,498,498,5,4,9.26,2,0.0,3.0558,0
1818,CA-2015-125423,MC-17575,OFF-LA-10001771,685,687,2,1,9.96,2,0.0,4.5816,2
1819,US-2014-130379,JL-15235,OFF-AP-10001394,136,140,23,2,75.6,2,0.8,-166.32,4
1820,US-2014-130379,JL-15235,FUR-FU-10002553,136,140,23,2,29.32,2,0.6,-24.189,4
1821,CA-2016-168956,EA-14035,OFF-AP-10004233,748,751,23,2,92.064,6,0.8,-225.5568,4
1822,CA-2016-168956,EA-14035,OFF-FA-10000304,748,751,23,2,6.976,4,0.2,1.8312,4
1823,CA-2016-168956,EA-14035,FUR-CH-10004754,748,751,23,2,62.958,3,0.3,-2.6982,4
1824,CA-2016-168956,EA-14035,OFF-PA-10000809,748,751,23,2,5.184,1,0.2,1.8144,4
1825,CA-2016-167507,SA-20830,OFF-BI-10003694,1055,1061,287,2,31.32,10,0.7,-25.056,6
1826,CA-2016-167507,SA-20830,FUR-FU-10001935,1055,1061,287,2,11.84,4,0.2,3.108,6
1827,CA-2016-167507,SA-20830,FUR-FU-10002878,1055,1061,287,2,22.784,1,0.2,4.8416,6
1828,CA-2016-109344,CH-12070,TEC-PH-10002624,740,743,288,1,1127.976,3,0.2,126.8973,3
1829,US-2015-140851,ND-18460,OFF-PA-10000019,535,537,231,1,38.88,6,0.0,18.6624,2
1830,CA-2014-103373,BS-11755,TEC-PH-10002885,129,135,154,2,779.796,2,0.4,-168.9558,6
1831,CA-2017-145884,SL-20155,TEC-PH-10000895,1358,1358,289,4,1439.92,8,0.0,374.3792,0
1832,CA-2017-145884,SL-20155,FUR-TA-10002356,1358,1358,289,4,262.11,1,0.0,62.9064,0
1833,CA-2015-131422,GB-14530,FUR-CH-10001270,647,651,207,2,207.0,3,0.2,25.875,4
1834,CA-2017-162691,AS-10045,TEC-MA-10000488,1277,1283,94,2,1439.982,3,0.4,-263.9967,6
1835,CA-2017-162691,AS-10045,OFF-PA-10003729,1277,1283,94,2,36.288,7,0.2,12.7008,6
1836,CA-2014-141278,RM-19375,OFF-AR-10003056,162,165,290,3,21.4,5,0.0,6.206,3
1837,CA-2017-122693,NH-18610,OFF-AP-10002518,1114,1116,210,1,1245.86,7,0.0,361.2994,2
1838,CA-2014-117345,BF-10975,OFF-LA-10000240,202,206,36,2,17.544,3,0.2,5.9211,4
1839,CA-2014-117345,BF-10975,FUR-FU-10000629,202,206,36,2,44.128,4,0.2,12.1352,4
1840,CA-2014-117345,BF-10975,OFF-AP-10001005,202,206,36,2,62.92,1,0.2,10.2245,4
1841,CA-2014-117345,BF-10975,OFF-PA-10002377,202,206,36,2,78.304,2,0.2,29.364,4
1842,CA-2016-157763,KH-16330,FUR-CH-10000988,898,903,291,2,140.81,1,0.0,39.4268,5
1843,CA-2015-135391,FA-14230,OFF-LA-10001074,387,389,53,1,40.096,4,0.2,13.5324,2
1844,CA-2015-135391,FA-14230,FUR-FU-10001986,387,389,53,1,40.784,2,0.6,-30.588,2
1845,US-2017-113852,GW-14605,TEC-AC-10003027,1274,1278,5,2,90.57,3,0.0,11.7741,4
1846,US-2017-158512,DA-13450,OFF-PA-10001804,1076,1081,200,1,40.08,6,0.0,19.2384,5
1847,US-2017-158512,DA-13450,FUR-FU-10004973,1076,1081,200,1,37.68,2,0.0,15.8256,5
1848,CA-2017-128370,FH-14275,FUR-CH-10002602,1317,1317,2,4,362.352,3,0.2,27.1764,0
1849,CA-2017-128370,FH-14275,OFF-BI-10004140,1317,1317,2,4,7.184,2,0.2,2.245,0
1850,CA-2015-160472,RK-19300,OFF-ST-10000464,542,547,292,1,34.76,1,0.0,9.7328,5
1851,CA-2015-160472,RK-19300,TEC-AC-10002253,542,547,292,1,831.2,5,0.0,124.68,5
1852,CA-2015-160472,RK-19300,OFF-PA-10000528,542,547,292,1,26.4,5,0.0,11.88,5
1853,CA-2015-160472,RK-19300,OFF-EN-10000483,542,547,292,1,106.75,7,0.0,49.105,5
1854,CA-2015-160472,RK-19300,OFF-PA-10003129,542,547,292,1,97.82,2,0.0,45.9754,5
1855,CA-2015-160472,RK-19300,OFF-ST-10003442,542,547,292,1,141.4,5,0.0,38.178,5
1856,CA-2014-114643,FM-14215,OFF-AR-10003631,155,159,2,2,14.52,3,0.0,4.7916,4
1857,US-2017-158218,AC-10420,OFF-ST-10000563,1196,1199,13,1,127.92,5,0.2,-15.99,3
1858,US-2017-158218,AC-10420,OFF-BI-10002133,1196,1199,13,1,34.24,4,0.8,-53.072,3
1859,CA-2015-121608,JB-15400,OFF-AP-10002311,585,587,293,3,137.62,2,0.0,60.5528,2
1860,CA-2015-121608,JB-15400,TEC-PH-10004959,585,587,293,3,100.49,1,0.0,25.1225,2
1861,US-2017-121251,GM-14440,FUR-BO-10001918,1149,1150,21,3,257.568,2,0.2,-28.9764,1
1862,US-2017-121251,GM-14440,TEC-PH-10004896,1149,1150,21,3,119.96,4,0.0,33.5888,1
1863,CA-2014-151078,RF-19840,OFF-ST-10001328,305,305,53,4,49.632,4,0.2,4.9632,0
1864,US-2016-100839,NC-18625,FUR-TA-10004575,985,989,35,2,727.45,5,0.5,-465.568,4
1865,US-2016-100839,NC-18625,FUR-FU-10001617,985,989,35,2,24.96,3,0.2,4.368,4
1866,US-2017-116659,NG-18355,TEC-PH-10002824,1380,1380,47,4,370.782,3,0.4,-92.6955,0
1867,CA-2017-118857,AH-10075,FUR-FU-10004460,1169,1172,294,3,196.45,5,0.0,70.722,3
1868,CA-2015-127110,CH-12070,OFF-PA-10003309,518,524,11,2,31.104,6,0.2,10.8864,6
1869,CA-2015-127110,CH-12070,OFF-ST-10002554,518,524,11,2,78.256,2,0.2,-17.6076,6
1870,CA-2016-148201,CC-12145,OFF-PA-10000019,937,940,5,1,6.48,1,0.0,3.1104,3
1871,CA-2014-116932,ME-18010,OFF-AR-10002067,192,196,9,2,99.2,5,0.0,25.792,4
1872,CA-2014-116932,ME-18010,FUR-CH-10001215,192,196,9,2,801.568,2,0.2,50.098,4
1873,CA-2014-116932,ME-18010,FUR-TA-10004175,192,196,9,2,272.848,1,0.2,27.2848,4
1874,CA-2017-142888,BP-11230,FUR-TA-10004767,1389,1393,295,2,70.98,1,0.0,20.5842,4
1875,CA-2014-147914,MP-17470,OFF-PA-10001685,146,151,39,2,16.224,2,0.2,5.8812,5
1876,US-2016-112977,CJ-12010,FUR-BO-10003272,770,776,229,2,176.784,1,0.2,-22.098,6
1877,CA-2017-112039,JC-15775,TEC-PH-10000984,1148,1152,53,2,470.376,3,0.2,47.0376,4
1878,CA-2017-118885,JG-15160,FUR-CH-10002880,1427,1431,2,2,393.568,4,0.2,-44.2764,4
1879,CA-2017-118885,JG-15160,TEC-PH-10002563,1427,1431,2,2,302.376,3,0.2,22.6782,4
1880,US-2017-166611,CK-12760,OFF-BI-10001191,1151,1156,117,2,68.742,9,0.7,-48.1194,5
1881,CA-2015-109512,LF-17185,OFF-EN-10002621,408,408,21,4,29.34,3,0.0,14.67,0
1882,CA-2015-109512,LF-17185,FUR-CH-10001146,408,408,21,4,383.607,7,0.1,63.9345,0
1883,CA-2015-109512,LF-17185,OFF-ST-10000689,408,408,21,4,563.4,4,0.0,67.608,0
1884,CA-2016-118570,CC-12430,OFF-PA-10001289,1016,1020,11,2,217.056,7,0.2,78.6828,4
1885,CA-2017-154718,DL-12865,OFF-LA-10003714,1083,1087,296,1,6.0,2,0.2,2.1,4
1886,CA-2016-147578,PG-18895,FUR-FU-10001889,813,817,9,1,31.56,3,0.0,10.4148,4
1887,CA-2014-140165,EH-14005,OFF-FA-10002815,124,126,162,3,7.104,2,0.2,2.3976,2
1888,CA-2014-140165,EH-14005,OFF-BI-10004519,124,126,162,3,398.352,8,0.7,-331.96,2
1889,CA-2014-142587,TB-21520,OFF-AP-10004708,283,284,297,3,121.792,4,0.2,13.7016,1
1890,CA-2014-142587,TB-21520,FUR-TA-10000617,283,284,297,3,409.59,3,0.4,-122.877,1
1891,CA-2014-157623,DK-13225,OFF-PA-10001204,66,70,109,2,10.56,2,0.0,4.752,4
1892,CA-2014-157623,DK-13225,OFF-AR-10003723,66,70,109,2,3.38,1,0.0,1.2506,4
1893,CA-2017-145310,JP-15520,OFF-EN-10002621,1420,1422,298,1,7.824,1,0.2,2.934,2
1894,CA-2016-100083,CD-11980,OFF-PA-10000241,1027,1032,299,2,24.784,1,0.2,7.745,5
1895,US-2017-108063,AS-10090,OFF-AR-10001446,1400,1403,300,3,34.65,3,0.0,10.395,3
1896,CA-2015-109197,JO-15280,OFF-BI-10004632,703,707,301,2,487.984,2,0.2,152.495,4
1897,CA-2017-141789,AC-10450,OFF-BI-10001359,1340,1343,32,3,1793.98,2,0.0,843.1706,3
1898,CA-2014-169775,RA-19945,OFF-EN-10001749,230,234,107,1,29.808,2,0.2,10.8054,4
1899,CA-2014-169775,RA-19945,OFF-BI-10004390,230,234,107,1,505.176,4,0.7,-336.784,4
1900,CA-2014-169775,RA-19945,FUR-TA-10001857,230,234,107,1,174.0585,3,0.45,-110.7645,4
1901,CA-2016-140543,Co-12640,OFF-ST-10000563,880,884,302,1,191.88,6,0.0,19.188,4
1902,CA-2016-151141,DW-13480,TEC-PH-10004924,931,934,69,3,14.78,2,0.0,3.9906,3
1903,CA-2017-167094,DK-12835,OFF-PA-10003953,1358,1359,303,3,5.184,1,0.2,1.8144,1
1904,CA-2017-167094,DK-12835,FUR-CH-10000155,1358,1359,303,3,478.48,2,0.2,47.848,1
1905,CA-2017-167094,DK-12835,TEC-AC-10003116,1358,1359,303,3,28.4,2,0.2,6.745,1
1906,CA-2017-154410,MD-17860,OFF-ST-10002743,1358,1361,278,3,909.12,8,0.0,9.0912,3
1907,US-2016-150567,RP-19855,OFF-BI-10001757,838,842,304,2,2.952,2,0.7,-2.1648,4
1908,US-2016-150567,RP-19855,OFF-BI-10000069,838,842,304,2,27.018,6,0.7,-21.6144,4
1909,CA-2015-157959,RW-19540,FUR-FU-10004093,381,382,2,3,136.92,4,0.0,41.076,1
1910,CA-2017-105886,DB-13660,FUR-FU-10001037,1416,1421,163,2,18.96,2,0.0,8.532,5
1911,CA-2016-105963,SC-20770,TEC-AC-10003832,1018,1025,2,2,99.39,3,0.0,40.7499,7
1912,CA-2017-121503,FH-14275,OFF-PA-10001878,1248,1251,13,1,273.896,7,0.2,92.4399,3
1913,CA-2017-121503,FH-14275,TEC-MA-10003674,1248,1251,13,1,597.132,3,0.4,49.761,3
1914,CA-2014-103366,EH-13990,TEC-AC-10003628,13,15,210,3,149.95,5,0.0,65.978,2
1915,CA-2017-124597,AS-10630,OFF-LA-10003190,1184,1189,225,2,4.608,2,0.2,1.6704,5
1916,CA-2017-124597,AS-10630,OFF-AR-10002280,1184,1189,225,2,15.528,3,0.2,4.8525,5
1917,CA-2017-124597,AS-10630,OFF-LA-10001569,1184,1189,225,2,11.952,3,0.2,3.8844,5
1918,CA-2015-105634,HA-14905,OFF-AR-10001573,650,656,101,2,11.65,5,0.0,3.3785,6
1919,CA-2015-123673,CH-12070,TEC-PH-10001809,641,643,69,1,299.9,2,0.0,74.975,2
1920,US-2017-111423,EH-13765,OFF-BI-10003091,1293,1295,264,3,895.92,5,0.2,302.373,2
1921,US-2017-111423,EH-13765,FUR-CH-10003981,1293,1295,264,3,462.564,2,0.1,97.6524,2
1922,CA-2015-125178,MZ-17515,OFF-ST-10002562,615,621,305,2,15.008,2,0.2,1.5008,6
1923,CA-2016-156685,SC-20230,TEC-PH-10004345,888,890,152,1,863.64,9,0.2,107.955,2
1924,CA-2016-156685,SC-20230,OFF-AR-10000588,888,890,152,1,47.616,3,0.2,3.5712,2
1925,CA-2017-126865,NP-18325,OFF-PA-10003039,1403,1405,74,1,92.94,3,0.0,41.823,2
1926,CA-2017-102834,LW-16990,TEC-AC-10001908,1132,1136,9,2,199.98,2,0.0,69.993,4
1927,US-2016-139710,GM-14680,TEC-PH-10001198,860,866,2,2,177.48,3,0.2,19.9665,6
1928,CA-2017-121538,RH-19495,OFF-PA-10004071,1396,1399,62,3,88.768,2,0.2,31.0688,3
1929,US-2017-101539,VM-21685,OFF-PA-10001972,1139,1141,5,1,6.48,1,0.0,3.1104,2
1930,US-2017-101539,VM-21685,OFF-ST-10004180,1139,1141,5,1,46.51,1,0.0,1.8604,2
1931,US-2017-101539,VM-21685,TEC-PH-10004165,1139,1141,5,1,659.976,3,0.2,49.4982,2
1932,CA-2016-152121,CC-12670,TEC-PH-10002483,1030,1032,49,1,271.992,1,0.2,23.7993,2
1933,CA-2017-161200,SV-20365,FUR-BO-10000468,1282,1286,273,1,145.74,3,0.0,23.3184,4
1934,CA-2017-161200,SV-20365,FUR-FU-10001706,1282,1286,273,1,15.4,5,0.0,7.392,4
1935,CA-2017-101245,LW-16990,OFF-PA-10003129,1395,1401,9,2,244.55,5,0.0,114.9385,6
1936,CA-2017-101245,LW-16990,TEC-AC-10001284,1395,1401,9,2,166.16,8,0.0,59.8176,6
1937,CA-2015-141768,NP-18685,FUR-FU-10002268,488,490,9,1,14.73,3,0.0,4.8609,2
1938,CA-2016-112109,JE-15715,OFF-BI-10002082,888,892,306,2,19.968,2,0.7,-13.312,4
1939,CA-2016-112109,JE-15715,OFF-ST-10001505,888,892,306,2,33.488,7,0.2,-1.2558,4
1940,CA-2016-112109,JE-15715,OFF-BI-10001634,888,892,306,2,8.736,4,0.7,-6.1152,4
1941,CA-2016-112109,JE-15715,FUR-CH-10004287,888,892,306,2,662.88,3,0.2,74.574,4
1942,CA-2017-144064,CP-12085,OFF-LA-10004544,1305,1308,100,3,47.36,4,0.2,17.76,3
1943,CA-2017-144064,CP-12085,OFF-ST-10004507,1305,1308,100,3,27.44,2,0.2,2.401,3
1944,CA-2017-144064,CP-12085,OFF-BI-10002012,1305,1308,100,3,3.24,9,0.8,-5.184,3
1945,CA-2016-108581,EA-14035,TEC-AC-10001109,871,877,270,2,95.968,4,0.2,26.3912,6
1946,CA-2016-108581,EA-14035,OFF-PA-10000809,871,877,270,2,10.368,2,0.2,3.6288,6
1947,CA-2017-157987,AC-10615,OFF-AR-10000658,1309,1313,21,2,23.1,2,0.0,6.468,4
1948,CA-2017-157987,AC-10615,FUR-FU-10001196,1309,1313,21,2,11.54,2,0.0,3.462,4
1949,CA-2017-157987,AC-10615,FUR-TA-10001889,1309,1313,21,2,254.526,1,0.4,-93.3262,4
1950,CA-2017-157987,AC-10615,OFF-AP-10000358,1309,1313,21,2,12.98,1,0.0,3.7642,4
1951,CA-2017-157987,AC-10615,OFF-BI-10004970,1309,1313,21,2,26.432,8,0.2,8.9208,4
1952,CA-2017-157987,AC-10615,TEC-PH-10003885,1309,1313,21,2,197.97,3,0.0,57.4113,4
1953,CA-2017-157987,AC-10615,OFF-LA-10001641,1309,1313,21,2,18.9,6,0.0,9.072,4
1954,CA-2017-157987,AC-10615,FUR-CH-10003379,1309,1313,21,2,1282.41,5,0.1,213.735,4
1955,CA-2017-157987,AC-10615,OFF-AR-10004582,1309,1313,21,2,4.92,3,0.0,2.214,4
1956,CA-2017-157987,AC-10615,TEC-AC-10002842,1309,1313,21,2,238.0,2,0.0,38.08,4
1957,CA-2017-157987,AC-10615,TEC-AC-10000109,1309,1313,21,2,167.97,3,0.0,40.3128,4
1958,CA-2017-157987,AC-10615,OFF-PA-10003893,1309,1313,21,2,17.12,4,0.0,7.704,4
1959,CA-2017-110905,RW-19690,OFF-BI-10003669,1317,1322,307,1,16.2,3,0.0,7.776,5
1960,CA-2017-110905,RW-19690,OFF-AP-10004785,1317,1322,307,1,33.99,3,0.0,14.6157,5
1961,CA-2017-110905,RW-19690,TEC-AC-10003023,1317,1322,307,1,296.85,5,0.0,53.433,5
1962,CA-2017-110905,RW-19690,TEC-AC-10002217,1317,1322,307,1,112.8,6,0.0,6.768,5
1963,CA-2017-110905,RW-19690,OFF-BI-10002954,1317,1322,307,1,13.71,3,0.0,6.5808,5
1964,CA-2017-110905,RW-19690,OFF-PA-10002586,1317,1322,307,1,24.9,5,0.0,11.703,5
1965,CA-2017-110905,RW-19690,OFF-ST-10000025,1317,1322,307,1,286.29,3,0.0,17.1774,5
1966,CA-2017-110905,RW-19690,OFF-AP-10003281,1317,1322,307,1,24.18,2,0.0,7.254,5
1967,CA-2017-165841,DB-13210,TEC-PH-10002103,1419,1426,308,2,281.97,3,0.0,78.9516,7
1968,CA-2017-165841,DB-13210,OFF-SU-10000898,1419,1426,308,2,69.5,5,0.0,20.155,7
1969,CA-2017-165841,DB-13210,OFF-PA-10001144,1419,1426,308,2,166.44,3,0.0,79.8912,7
1970,CA-2017-117485,BD-11320,TEC-AC-10004659,1330,1336,286,2,291.96,4,0.0,102.186,6
1971,CA-2017-140242,ML-17755,OFF-AR-10004752,1190,1195,23,2,6.408,3,0.2,0.6408,5
1972,CA-2017-140242,ML-17755,TEC-AC-10004659,1190,1195,23,2,408.744,7,0.2,76.6395,5
1973,CA-2014-148950,JD-16015,OFF-BI-10001249,337,342,23,2,5.104,4,0.8,-8.6768,5
1974,CA-2014-148950,JD-16015,OFF-FA-10003059,337,342,23,2,2.896,2,0.2,0.4706,5
1975,CA-2014-148950,JD-16015,TEC-AC-10002718,337,342,23,2,35.016,3,0.2,-2.1885,5
1976,CA-2014-110408,AS-10225,OFF-ST-10001522,280,282,134,1,275.97,3,0.0,11.0388,2
1977,CA-2014-110408,AS-10225,TEC-PH-10002352,280,282,134,1,1394.95,5,0.0,362.687,2
1978,CA-2014-110408,AS-10225,FUR-CH-10003774,280,282,134,1,545.88,6,0.0,70.9644,2
1979,CA-2015-109939,AA-10375,OFF-AR-10000127,471,475,140,2,5.248,2,0.2,0.5904,4
1980,CA-2016-112669,KT-16465,FUR-CH-10004086,805,805,250,4,933.536,4,0.2,105.0228,0
1981,CA-2016-112669,KT-16465,OFF-ST-10001228,805,805,250,4,42.976,4,0.2,4.2976,0
1982,CA-2015-119592,MM-18280,OFF-BI-10004187,686,688,96,1,3.76,2,0.0,1.8048,2
1983,CA-2014-122749,NG-18430,TEC-PH-10003811,326,332,309,2,479.96,4,0.0,134.3888,6
1984,CA-2014-164721,LW-16825,OFF-AP-10000240,318,320,76,1,320.88,6,0.0,93.0552,2
1985,CA-2014-164721,LW-16825,FUR-FU-10001940,318,320,76,1,23.88,3,0.0,10.5072,2
1986,CA-2014-164721,LW-16825,OFF-PA-10000575,318,320,76,1,26.76,4,0.0,12.3096,2
1987,CA-2016-147417,CB-12415,TEC-CO-10001449,905,907,39,3,1439.976,4,0.4,191.9968,2
1988,CA-2015-127509,AS-10090,OFF-BI-10002393,651,655,307,2,17.22,3,0.0,7.9212,4
1989,CA-2015-127509,AS-10090,FUR-TA-10002855,651,655,307,2,1024.38,7,0.0,215.1198,4
1990,CA-2015-127509,AS-10090,OFF-EN-10000781,651,655,307,2,26.22,3,0.0,12.3234,4
1991,CA-2015-127509,AS-10090,OFF-PA-10002160,651,655,307,2,17.34,3,0.0,8.4966,4
1992,CA-2017-111374,CB-12415,OFF-BI-10004970,1119,1123,11,2,4.956,4,0.7,-3.7996,4
1993,CA-2017-133648,ML-17755,OFF-LA-10003923,1240,1247,303,2,71.04,6,0.2,26.64,7
1994,CA-2017-133648,ML-17755,OFF-AR-10002257,1240,1247,303,2,5.344,2,0.2,0.7348,7
1995,CA-2017-133648,ML-17755,OFF-FA-10004395,1240,1247,303,2,11.304,3,0.2,-2.1195,7
1996,US-2017-147221,JS-16030,OFF-AP-10002534,1400,1402,13,1,294.62,5,0.8,-766.012,2
1997,US-2017-147221,JS-16030,FUR-FU-10004020,1400,1402,13,1,8.752,4,0.6,-3.7196,2
1998,CA-2014-131905,ND-18460,OFF-LA-10002787,32,35,310,3,15.0,4,0.0,7.2,3
1999,CA-2014-131905,ND-18460,TEC-PH-10003645,32,35,310,3,161.61,1,0.0,42.0186,3
2000,CA-2014-131905,ND-18460,TEC-PH-10001615,32,35,310,3,144.95,5,0.0,42.0355,3
2001,CA-2017-166128,LW-17215,TEC-AC-10001767,1165,1172,46,2,199.95,5,0.0,21.9945,7
2002,CA-2017-166128,LW-17215,OFF-AR-10001221,1165,1172,46,2,41.86,7,0.0,14.2324,7
2003,CA-2017-163510,JW-15955,OFF-ST-10000563,1423,1426,153,1,95.94,3,0.0,9.594,3
2004,CA-2017-163510,JW-15955,FUR-CH-10001146,1423,1426,153,1,304.45,5,0.0,76.1125,3
2005,US-2017-143028,SC-20050,OFF-BI-10004738,1165,1172,311,2,11.364,3,0.8,-17.046,7
2006,CA-2014-111150,RW-19630,OFF-AR-10000034,354,358,312,2,29.68,7,0.0,11.5752,4
2007,CA-2014-111150,RW-19630,TEC-AC-10000290,354,358,312,2,47.53,7,0.0,16.1602,4
2008,CA-2017-165386,CM-12190,FUR-BO-10003034,1279,1280,23,3,183.372,2,0.3,-36.6744,1
2009,CA-2014-116407,JF-15190,OFF-AR-10001315,308,314,313,2,4.224,3,0.2,0.4752,6
2010,CA-2014-116407,JF-15190,OFF-AP-10002118,308,314,313,2,333.056,2,0.2,29.1424,6
2011,CA-2014-116407,JF-15190,OFF-PA-10002137,308,314,313,2,24.896,4,0.2,7.78,6
